enable_recrudescence,age_based_probability_of_seeking_treatment,factor_effect_age_mature_immunity,beta,immune_effect_on_progression_to_clinical,max_clinical_probability,midpoint,mean_pfpr,mean_eir,mean_population,total_clinical_episodes,avg_clinical_episodes_per_1000,total_treatments,avg_treatments_per_1000,mean_immunity_all,mean_immunity_under5,mean_immunity_2to10
True,0.8,1.0,0.15,15,0.9,0.1,12.214890239386477,7.484931688712948,59318.416666666664,36912,622.2688007237774,16771,282.7283825568507,0.29639800419365464,0.04870606213889353,0.1559579890688446
True,0.8,1.0,0.15,15,0.9,0.2,13.260979265031324,8.025570779850147,57954.666666666664,65774,1134.921547876501,25982,448.3159250908756,0.2876530629897731,0.04531690397920989,0.12448816922696145
True,0.8,1.0,0.15,15,0.95,0.1,11.864661678588044,7.5156265208987465,59355.916666666664,40175,676.8491206296479,18265,307.7199549048045,0.29231720922550736,0.04492295798681026,0.14585455367987574
True,0.8,1.0,0.15,15,0.95,0.05,11.704390401359591,7.2770777360263565,60152.25,24973,415.16319007185933,12537,208.42113137912546,0.2990241748879496,0.05224822526617085,0.17527751161174362
True,0.8,1.0,0.15,15,0.95,0.02,12.145743858029961,7.7375056131000575,60848.5,13763,226.1847046352827,7229,118.80325727010526,0.31197690367790226,0.06818687055678203,0.2042056920291084
True,0.8,1.0,0.15,15,0.95,0.2,13.414841734266615,8.242209070637616,57844.833333333336,74715,1291.6451771837876,29447,509.068801880894,0.286897306893302,0.04319742287893941,0.11757386962232479
True,0.8,1.0,0.15,15,0.99,0.1,11.940759385915543,7.291004473910061,58752.25,44837,763.153751558451,20023,340.80396920968985,0.2882958656128803,0.04049481080337577,0.13428103714703582
True,0.8,1.0,0.15,15,0.99,0.05,11.732188819103584,7.396563949589225,59930.0,27202,453.8962122476222,13631,227.44869013849492,0.29963148476824036,0.04801368359706675,0.1652085968045756
True,0.8,1.0,0.15,15,0.99,0.02,12.024125674668744,7.819656232076344,60764.166666666664,15288,251.59564984845784,8167,134.40487129201694,0.3131122559348115,0.06478738417203146,0.20143158578539286
True,0.8,1.0,0.15,15,0.99,0.2,13.666022256312042,8.234415150763978,57583.5,82893,1439.5269478235953,32241,559.8999713459585,0.2828559749488377,0.03968754241395311,0.10586459013267478
True,0.8,1.0,0.2,5,0.9,0.05,14.245156462693595,11.236380121926532,59990.416666666664,22157,369.3423255103246,11758,195.99797189828934,0.3626947901714918,0.06890504457789073,0.23091233554233528
True,0.8,1.0,0.2,5,0.9,0.1,13.968855968545911,11.077196141901835,58747.75,34216,582.4223055351056,16771,285.47476286325855,0.3544616816722195,0.057191918958347944,0.19978450584976468
True,0.8,1.0,0.2,5,0.9,0.02,14.660915557557969,11.636073748468442,60899.583333333336,12907,211.9390526755109,7153,117.45564761663667,0.3686742741314406,0.08393220884160586,0.2561431423357739
True,0.8,1.0,0.2,5,0.9,0.2,14.812975075172345,11.503152530347252,57335.0,61900,1079.6197784948113,26275,458.27156187320134,0.34343239474103454,0.0494837355330472,0.15835546908583384
True,0.8,1.0,0.2,5,0.95,0.1,13.63950419595311,10.83241080428432,58534.0,37020,632.4529333378891,17888,305.6001640072437,0.3476721931161289,0.05144805451699667,0.18707114049799267
True,0.8,1.0,0.2,5,0.95,0.05,14.162574838243374,11.215412212775485,59497.916666666664,24540,412.45141636611925,12993,218.37739416646244,0.36072903008477036,0.06223583752261045,0.21987124465912344
True,0.8,1.0,0.2,5,0.95,0.02,14.980767134854323,11.691850315068734,60521.0,15024,248.24441103088185,8203,135.53973001107053,0.37185291942199883,0.08119347728819022,0.2541329912407295
True,0.8,1.0,0.2,5,0.95,0.2,15.121563115228623,11.28244751959276,57043.166666666664,70002,1227.175910640772,29369,514.8557086884495,0.33958343069656616,0.04893653742869997,0.14838019222981844
True,0.8,1.0,0.2,5,0.99,0.02,14.646607525737132,11.95902276102609,60476.666666666664,15994,264.46563412886513,8862,146.53585404839333,0.3687934256469514,0.08044559377713849,0.24780358429107183
True,0.8,1.0,0.2,5,0.99,0.05,13.761938988709085,10.697141432417238,59573.916666666664,26351,442.3244512769151,13817,231.9303610220916,0.3544067274287319,0.057547715390918346,0.21157237742357557
True,0.8,1.0,0.2,5,0.99,0.1,13.871053503022912,10.76813214108296,58145.75,40805,701.770980682165,19732,339.35412304424653,0.3477758501997668,0.04776699459639392,0.17883780693815388
True,0.8,1.0,0.2,5,0.99,0.2,15.049380474390476,11.271678615792196,56777.416666666664,76471,1346.855924230438,31613,556.7882770291592,0.33353225608654297,0.0436095041239253,0.13468312183329958
True,0.8,1.0,0.2,10,0.9,0.02,14.987275217806284,11.96954971863362,60907.5,13202,216.75491524032344,7316,120.11657020892338,0.3721698088511421,0.08687789066893771,0.2577192539989785
True,0.8,1.0,0.2,10,0.9,0.05,14.049088768249336,10.814667634224419,59701.083333333336,21948,367.6315198077086,11784,197.383352898398,0.3568802707949346,0.06589367574129742,0.22393050685512317
True,0.8,1.0,0.2,10,0.9,0.1,13.951474777078767,11.032218770870754,58999.166666666664,34746,588.9235723668413,17284,292.9532903007105,0.3509075610657478,0.0560018324562216,0.19379293353015747
True,0.8,1.0,0.2,10,0.9,0.2,14.922049674090866,11.220311809524418,57428.25,63778,1110.5684049226643,27345,476.1593814890755,0.34066395880573674,0.0504626397453263,0.1556998699473631
True,0.8,1.0,0.2,10,0.95,0.1,14.241377237016541,11.127269552041616,58679.25,39717,676.849141732384,19583,333.72955516643447,0.35094836799804013,0.051489392029525315,0.18380453903753435
True,0.8,1.0,0.2,10,0.95,0.02,14.955150042508544,11.596059853001433,60596.75,14887,245.67324155173338,8257,136.26143316266962,0.36942609871883064,0.08042627981138216,0.25153473339532323
True,0.8,1.0,0.2,10,0.95,0.05,14.059514599722027,11.028634900194065,59520.75,25285,424.8098352255306,13438,225.77000457823533,0.35763069585603074,0.0618432410573616,0.21911805176650825
True,0.8,1.0,0.2,10,0.95,0.2,15.224910400299793,11.167628588484446,57215.083333333336,73605,1286.4614663091463,31006,541.9200356549336,0.3362069759821753,0.04722835678603101,0.1429079982252666
True,0.8,1.0,0.2,10,0.99,0.1,13.902584081772323,11.001219136632086,58290.75,42049,721.3665976162599,20331,348.7860423823677,0.3482304146268494,0.046401793634695356,0.17328765283615274
True,0.8,1.0,0.2,10,0.99,0.05,13.944490135470746,10.900022241678998,59518.916666666664,27166,456.4263182433596,14423,242.32631922344018,0.3555780250393407,0.058008978645364584,0.21081307898700707
True,0.8,1.0,0.2,10,0.99,0.02,14.63659198637628,11.726636899435922,60538.083333333336,16133,266.4934056661303,8936,147.60956257562387,0.36950816309069817,0.07809822918371992,0.2504898248423091
True,0.8,1.0,0.2,10,0.99,0.2,15.384262277632098,11.547078305664586,56832.166666666664,80035,1408.2693779637705,33090,582.240691157883,0.33742222805712946,0.0444882437066536,0.13098163204836552
True,0.8,1.0,0.2,15,0.9,0.1,13.827929076573009,10.740702949079463,58928.25,35385,600.4760025963778,17629,299.16041966289515,0.3486048616776996,0.05473496243487336,0.1934991026736985
True,0.8,1.0,0.2,15,0.9,0.02,14.583752970603259,11.669578551440559,60538.166666666664,12929,213.567749271121,7122,117.644791577765,0.3693196225163878,0.08501984065039618,0.25612078433895924
True,0.8,1.0,0.2,15,0.9,0.05,14.253250304554726,11.224119703574457,59997.166666666664,22332,372.21757694113336,11952,199.20940711089136,0.3611005353845708,0.06755809223192381,0.22776535369361925
True,0.8,1.0,0.2,15,0.9,0.2,14.945476738593477,11.505288207640747,57189.25,63737,1114.4926712625188,27318,477.67718583475045,0.34249295473922037,0.05106371296509878,0.15868825921843507
True,0.8,1.0,0.2,15,0.95,0.02,14.95112876184089,11.93847610997751,60633.25,14702,242.47422000305113,8127,134.03536838285925,0.372857604852532,0.08302023788655287,0.2523084406825134
True,0.8,1.0,0.2,15,0.95,0.05,14.00791389816579,10.910730181095202,59584.833333333336,25366,425.71235968884696,13384,224.6209186342162,0.3572397681527287,0.06179569570314434,0.21605777218032982
True,0.8,1.0,0.2,15,0.95,0.1,13.783975202554998,11.098992899897759,58574.416666666664,38834,662.9856891447205,19087,325.8589856493094,0.35064862051531337,0.051527081447463784,0.18500106974641936
True,0.8,1.0,0.2,15,0.95,0.2,15.04361272648675,11.50519167694321,56931.833333333336,71420,1254.4827000711375,29764,522.800659267955,0.3390811595394411,0.046621479188977334,0.1440616326513289
True,0.8,1.0,0.2,15,0.99,0.05,14.013051307155392,11.16058754555904,59582.0,28219,473.616192809909,15047,252.54271424255649,0.35605234285422926,0.05699748113628129,0.20938709168879843
True,0.8,1.0,0.2,15,0.99,0.02,14.48079547782956,11.33058521876542,60191.833333333336,16142,268.17591533735197,9033,150.07019224645646,0.36674431186377765,0.07492572889472335,0.24672511869491923
True,0.8,1.0,0.2,15,0.99,0.1,14.056921122793192,11.111458346674466,58393.75,43473,744.4803596275286,21222,363.42930536230335,0.35016988793093407,0.0482229503359586,0.17481473672631745
True,0.8,1.0,0.2,15,0.99,0.2,15.128253522288906,11.393075748093958,56465.333333333336,79381,1405.8360291860492,32495,575.4858438215779,0.3335474358870958,0.0440334186633228,0.12997060171580957
True,0.8,2.0,0.1,5,0.9,0.02,9.411291962230116,4.640251760549872,61007.166666666664,18986,311.20933879352975,9807,160.75160568567082,0.23527049733098773,0.025827849715854376,0.09950328808237137
True,0.8,2.0,0.1,5,0.9,0.1,9.743688200196415,4.629133363680057,59562.333333333336,39797,668.15716868043,16841,282.74580691376536,0.22433179882614376,0.02493833568037845,0.07490273230601732
True,0.8,2.0,0.1,5,0.9,0.05,9.225169195674534,4.511405251477123,60255.5,27475,455.97497323895743,13028,216.21262789288946,0.22680626913061777,0.023978000866510706,0.08372692999744079
True,0.8,2.0,0.1,5,0.9,0.2,11.141155262043606,5.215905454720543,58828.833333333336,65200,1108.300068277177,24894,423.1598450873013,0.22490861233315526,0.02489336825153911,0.0631981402440179
True,0.8,2.0,0.1,5,0.95,0.1,9.816948094859015,4.708760808988447,59461.5,44694,751.646023056936,19032,320.0726520521682,0.22313849005691944,0.02303360107849714,0.06926762503772277
True,0.8,2.0,0.1,5,0.95,0.05,9.276004297422134,4.39080642005472,60171.75,31045,515.9397890205952,14392,239.18200816828494,0.22410265931686504,0.024033763148839222,0.07813051521699861
True,0.8,2.0,0.1,5,0.95,0.02,9.09175192478593,4.454214858872566,60684.25,19966,329.01453012931694,10169,167.57231077256455,0.2298866560749526,0.02466120799765982,0.09443002426260072
True,0.8,2.0,0.1,5,0.95,0.2,11.40506469868847,5.271575007403288,58399.416666666664,72035,1233.4883481998252,27211,465.9464349672443,0.2227240272836951,0.02486423631908315,0.05768570008705074
True,0.8,2.0,0.1,5,0.99,0.02,9.544356705437938,4.427021869476962,60408.416666666664,22712,375.9740985320754,11509,190.51980891183763,0.23163534689251686,0.025656572087408496,0.09180701265297125
True,0.8,2.0,0.1,5,0.99,0.1,9.741784229091452,4.635144258005404,59241.75,48538,819.3208337025831,20484,345.7696641304485,0.21969949472841885,0.02387651287606629,0.061302992994775686
True,0.8,2.0,0.1,5,0.99,0.05,9.249638053870397,4.61448589162469,59983.75,33526,558.918040302582,15521,258.75341238252025,0.22620558139020241,0.02438790735898692,0.07547996635654096
True,0.8,2.0,0.1,5,0.99,0.2,11.456228477953333,5.511664582048631,58311.416666666664,79805,1368.5999168258932,30070,515.6794624265974,0.22226520511305634,0.023912316388550584,0.05194022845991842
True,0.8,2.0,0.1,10,0.9,0.1,9.744075059482986,4.759226627452022,59725.833333333336,40556,679.0361513024794,17491,292.85485063693824,0.22501708799732179,0.02508292116190235,0.07284505256524577
True,0.8,2.0,0.1,10,0.9,0.02,9.34977736305609,4.543346671727024,60646.75,18862,311.01419284627787,9635,158.8708380910766,0.23338164992401747,0.026156853818791726,0.09785117872979304
True,0.8,2.0,0.1,10,0.9,0.05,9.406048030712864,4.542532669460818,60105.916666666664,27790,462.35048962179263,13047,217.06681677205933,0.22809855759230946,0.02505193869694783,0.08713186111723455
True,0.8,2.0,0.1,10,0.9,0.2,11.291040082702322,5.128268829539382,58664.333333333336,67227,1145.9603506957662,25645,437.1480683890837,0.22296143804427046,0.026039536220239093,0.06096909832873481
True,0.8,2.0,0.1,10,0.95,0.1,9.784395631084468,4.746139615618561,59511.583333333336,45949,772.1017897076059,19398,325.95335081825806,0.2215433527532605,0.025122729931522467,0.06680270692679227
True,0.8,2.0,0.1,10,0.95,0.05,9.353285553683529,4.412888776788557,60142.833333333336,30756,511.3826252504454,14397,239.38014227242368,0.22580304334177614,0.024022540096617712,0.07836837153122787
True,0.8,2.0,0.1,10,0.95,0.02,9.337451622569736,4.473224106064372,60785.25,20983,345.1988763721462,10752,176.88501733562006,0.23159311841809338,0.024386631841473924,0.09649291250185334
True,0.8,2.0,0.1,10,0.95,0.2,11.169021100161245,5.166160898020314,58494.75,73072,1249.2061253360346,27563,471.20468076194874,0.21775519213207958,0.025232990770648594,0.05372888845517232
True,0.8,2.0,0.1,10,0.99,0.02,9.456147899357667,4.507230392798349,60556.666666666664,22847,377.28298563329116,11589,191.37447019320746,0.23287920025057054,0.024938426910288247,0.09339459222272767
True,0.8,2.0,0.1,10,0.99,0.05,9.289850192209883,4.398885133381176,59868.583333333336,33712,563.1000121098573,15474,258.4661125826985,0.2225154167561227,0.023632012706350833,0.07377352424567432
True,0.8,2.0,0.1,10,0.99,0.1,9.943575987026177,4.610549875063235,59139.833333333336,50678,856.9182079760116,21104,356.8491625779579,0.21932793348928578,0.024729208709288936,0.06039957843645973
True,0.8,2.0,0.1,10,0.99,0.2,11.355214451130559,5.222640767362427,57798.833333333336,80821,1398.3154215915545,29946,518.1073435738323,0.21527851964303416,0.02529885371468296,0.0471376250988683
True,0.8,2.0,0.1,15,0.9,0.02,9.393208193854838,4.496079066675023,60708.833333333336,18860,310.66319289065564,9622,158.49423340370566,0.23312743494073362,0.026678290067738048,0.09924397586310812
True,0.8,2.0,0.1,15,0.9,0.05,9.38959626988038,4.438409663150173,60327.333333333336,27980,463.8030301355936,13187,218.5907990849919,0.22622480340015946,0.02406969742868306,0.0825328564828093
True,0.8,2.0,0.1,15,0.9,0.1,9.761514004260171,4.665501136087251,59612.916666666664,40739,683.3921619335854,17456,292.8224448001342,0.22359480569480572,0.024557116000557308,0.07090929052155322
True,0.8,2.0,0.1,15,0.9,0.2,11.127905981600883,5.219334187580969,58805.75,66491,1130.6887506748915,25273,429.7708982539973,0.22249052398922844,0.024793186126375055,0.06117501055386296
True,0.8,2.0,0.1,15,0.95,0.02,9.506206050360056,4.522504310139573,60702.0,21253,350.1202596290073,10739,176.9134460149583,0.2337714619407026,0.025260025706265718,0.09484783056724405
True,0.8,2.0,0.1,15,0.95,0.05,9.322807772088611,4.3839047868569905,60086.333333333336,31323,521.2999073555274,14749,245.46347200417176,0.2234705563327605,0.023171449381908363,0.07719271320770389
True,0.8,2.0,0.1,15,0.95,0.1,9.64889483063473,4.789592576936179,59514.416666666664,45681,767.5619212711766,19404,326.0386488987962,0.22252538572235014,0.023680545119593846,0.0642282521247602
True,0.8,2.0,0.1,15,0.95,0.2,11.431681809097475,5.380000228799523,58344.583333333336,75412,1292.5278696251437,28337,485.6834753297578,0.22250282230317234,0.024300881379072353,0.05319323229733328
True,0.8,2.0,0.1,15,0.99,0.1,9.775227996348276,4.688804242392561,59256.666666666664,50356,849.7946785171852,21314,359.6894864150307,0.21876148335505954,0.024013199711285595,0.05783127086791132
True,0.8,2.0,0.1,15,0.99,0.05,9.308002831376571,4.46005882321856,59973.833333333336,34086,568.3478628179512,15947,265.8992949703065,0.2240143013480043,0.02315184352673312,0.07197588110108825
True,0.8,2.0,0.1,15,0.99,0.02,9.139278296988138,4.562121859427065,60293.083333333336,22161,367.5545978878174,11291,187.26857834715702,0.23433843793961304,0.025520221439917837,0.09304638535837252
True,0.8,2.0,0.1,15,0.99,0.2,11.712811632498601,5.457125371945451,57979.0,83302,1436.761586091516,31054,535.607720036565,0.2195197561304086,0.024348790170198285,0.04883440282410217
True,0.8,2.0,0.15,5,0.9,0.1,12.61245849549226,8.448856514913187,58657.666666666664,42840,730.3393134173994,20331,346.6043086155263,0.2991881740372231,0.02723008551779688,0.10623591167853146
True,0.8,2.0,0.15,5,0.9,0.05,12.324709777798368,8.083515023798938,59444.5,30831,518.6518517272414,15969,268.6371321148298,0.3026810278070861,0.027109688280628128,0.11821163385572286
True,0.8,2.0,0.15,5,0.9,0.02,12.93313874095058,8.367670344169186,60150.25,22761,378.4024172800612,12383,205.8678060357189,0.31152867207380747,0.030177463395488158,0.14231564894786883
True,0.8,2.0,0.15,5,0.9,0.2,13.792338260486922,8.512083974081197,57498.166666666664,69749,1213.064764383792,28705,499.2333088881095,0.29185801674730777,0.02684015202891712,0.0848056077457053
True,0.8,2.0,0.15,5,0.95,0.1,12.648760089549905,8.080109200348188,58458.833333333336,47857,818.644459206336,22226,380.19917149675126,0.2951753495733796,0.026404010486898843,0.09763671430718986
True,0.8,2.0,0.15,5,0.95,0.02,12.514739707408156,8.034745447976674,60012.666666666664,24081,401.2652884391073,12914,215.18790477565847,0.30687315608341054,0.029294016314912852,0.13699189518997001
True,0.8,2.0,0.15,5,0.95,0.05,12.356714566282795,7.880256537011935,59323.583333333336,34413,580.0897057522093,17492,294.8574414615885,0.29885056958370554,0.026393929803480962,0.11250286095663557
True,0.8,2.0,0.15,5,0.95,0.2,13.865217518484146,8.651174696792477,57328.25,77015,1343.4039936680433,31225,544.6703850196021,0.29022075678069287,0.02697633624902451,0.07866453372262261
True,0.8,2.0,0.15,5,0.99,0.1,12.409259007149762,7.862673003585518,58460.833333333336,51129,874.5855487292062,23614,403.9285561558308,0.28997663982451927,0.025011487853430905,0.08678877635420529
True,0.8,2.0,0.15,5,0.99,0.05,12.099959728136504,8.126001436768817,59099.083333333336,36700,620.9910193192507,18702,316.4516088094993,0.29993211223397503,0.02650430913949235,0.10701908717952001
True,0.8,2.0,0.15,5,0.99,0.02,12.3642047558254,7.97041497104006,59836.166666666664,25751,430.3584509925714,13894,232.2007035878524,0.30498918784530654,0.028165808204859585,0.1305245265499019
True,0.8,2.0,0.15,5,0.99,0.2,14.089338493743286,8.829793042667049,56938.5,84059,1476.3121613670892,33769,593.0784969748062,0.28719952144823985,0.025131518233599742,0.06838196587866527
True,0.8,2.0,0.15,10,0.9,0.02,12.700497157335336,8.176030552421794,60215.0,22493,373.5447978078552,12202,202.640538071909,0.3099232239779954,0.029111095346136522,0.13975264247356267
True,0.8,2.0,0.15,10,0.9,0.1,12.640372412985123,8.013745256047725,58448.833333333336,44129,755.0022384250613,20468,350.1866304716661,0.29704934150837625,0.026240075652839145,0.09991558740662665
True,0.8,2.0,0.15,10,0.9,0.05,12.374002139737916,8.017006409267536,59388.0,31324,527.4466222132417,16039,270.0713948945915,0.3019667408994069,0.027670937075252023,0.1192026547709169
True,0.8,2.0,0.15,10,0.9,0.2,14.107544193771686,8.721328506775063,57534.0,71964,1250.8082177495046,29295,509.1771821879236,0.29163310586355606,0.027409644098121022,0.08349650756829369
True,0.8,2.0,0.15,10,0.95,0.1,12.371352293459159,7.804012677467214,58230.916666666664,47482,815.4087676792541,22021,378.16681001358097,0.2917762489490009,0.026158018316491626,0.09247883886451408
True,0.8,2.0,0.15,10,0.95,0.05,12.296927451460148,8.042980894780543,59326.5,34311,578.3418876893124,17590,296.4948210327594,0.29975806408316746,0.026529224903712307,0.11016985267685837
True,0.8,2.0,0.15,10,0.95,0.02,12.591770740316798,8.17096065662635,59907.083333333336,24895,415.56020782183515,13542,226.05006364022063,0.308307115226174,0.027622083448652957,0.13655754765791547
True,0.8,2.0,0.15,10,0.95,0.2,14.12078456206975,8.569123126490123,57179.916666666664,80146,1401.6459741838264,32163,562.4877032874305,0.286649239835477,0.026409534292684198,0.07400568287730154
True,0.8,2.0,0.15,10,0.99,0.02,12.478878630167557,8.087092509273244,59696.75,25683,430.2244259528366,13901,232.86024783593749,0.3071328462308305,0.026962834461904107,0.13413608420285608
True,0.8,2.0,0.15,10,0.99,0.1,12.407717633570522,8.071408771993706,58198.333333333336,52166,896.348692688794,23894,410.5615853833157,0.2913972677254453,0.026208599172395555,0.08370268974018741
True,0.8,2.0,0.15,10,0.99,0.05,12.036264764782059,7.9569105277802805,58642.666666666664,35661,608.1067254786049,18070,308.13741985357643,0.30073645854548675,0.025622491633138473,0.10654994097934223
True,0.8,2.0,0.15,10,0.99,0.2,13.976056194620357,8.811952270581697,56894.75,84503,1485.2512753812962,33528,589.298661124269,0.2858296445671382,0.027058908576599098,0.0670562446166262
True,0.8,2.0,0.15,15,0.9,0.02,12.8301797450331,8.304512503537437,60103.083333333336,22400,372.6930260094809,12092,201.18768171904657,0.31082636676553577,0.02950157545401126,0.14268714698083998
True,0.8,2.0,0.15,15,0.9,0.05,12.183246470537007,7.824293498288878,59361.75,31547,531.4364889849104,16244,273.64422376361887,0.2993967289777418,0.026445324073198318,0.11529644921522088
True,0.8,2.0,0.15,15,0.9,0.1,12.560340572937148,7.869968010094479,58405.416666666664,43115,738.2020788596948,20212,346.06379259914536,0.2949208891655648,0.027137178335893717,0.10070775770884312
True,0.8,2.0,0.15,15,0.9,0.2,13.879374781298557,8.790829717055203,57433.083333333336,71468,1244.3698971411657,29349,511.0120908825778,0.29351671780639693,0.027956121283761293,0.08557052835412622
True,0.8,2.0,0.15,15,0.95,0.05,12.262590557926414,7.792797310763443,59272.083333333336,33904,572.006214280191,17182,289.88351739506373,0.299940304803481,0.02606300035823898,0.11219572090479046
True,0.8,2.0,0.15,15,0.95,0.02,12.680318420660845,8.135059628899013,59855.916666666664,24649,411.8055719916299,13333,222.751579835466,0.3090742797260265,0.02748556230649772,0.13638597751366038
True,0.8,2.0,0.15,15,0.95,0.1,12.476614284086514,8.087441672397176,58434.583333333336,48570,831.1858702395128,22569,386.2267635461306,0.2935012581837855,0.025777502585861232,0.09230444066845267
True,0.8,2.0,0.15,15,0.95,0.2,14.133642033334029,9.123114907718163,57593.833333333336,81079,1407.7722441349333,32997,572.925920888521,0.29203906772715144,0.027326376397698613,0.07563465738239925
True,0.8,2.0,0.15,15,0.99,0.05,12.139915856834827,7.706385158595854,59228.916666666664,37698,636.4796474694933,19267,325.2971873254478,0.2956192878713735,0.025587614205590872,0.10468140303589983
True,0.8,2.0,0.15,15,0.99,0.1,12.650784086316852,8.03611981259206,58084.583333333336,53078,913.8052983077839,24312,418.56201086059843,0.2928398569588153,0.025113406083244652,0.08582046367320621
True,0.8,2.0,0.15,15,0.99,0.02,12.457321925053478,8.036364696330763,59727.083333333336,26446,442.7807038961945,14177,237.3630053367749,0.30475679941279576,0.027310617800735456,0.1305282558804648
True,0.8,2.0,0.15,15,0.99,0.2,14.443809200091588,8.72620198601888,56960.75,89910,1578.4553398612202,35621,625.3604455699758,0.2857553625634534,0.02675371669999851,0.06645114665600049
True,0.8,2.0,0.2,5,0.9,0.05,15.078493939697509,11.899881481383586,59086.416666666664,35743,604.927528464664,18988,321.35981620141126,0.3571166395151417,0.02969835740355768,0.14928516596337013
True,0.8,2.0,0.2,5,0.9,0.1,14.879473938981723,11.695803384818744,58123.666666666664,45426,781.540508456108,22766,391.6821031020067,0.35143250482327915,0.02957739924887655,0.12786327456491023
True,0.8,2.0,0.2,5,0.9,0.02,15.158394846434133,12.084017536764323,59687.0,24613,412.36785229614486,13603,227.90557407810746,0.36178057442366685,0.03203342242826402,0.1716163183400089
True,0.8,2.0,0.2,5,0.9,0.2,15.932805822635856,12.329014660460302,56820.666666666664,70509,1240.9041311259987,30734,540.8947448698243,0.3464940671106988,0.029216594869448494,0.10655369403689204
True,0.8,2.0,0.2,5,0.95,0.05,14.543606396882138,11.714045168869019,58406.666666666664,35902,614.6901038694214,19216,329.0035384088574,0.35505755409918005,0.028099351233572722,0.1408830016698911
True,0.8,2.0,0.2,5,0.95,0.1,14.277488090885553,11.460810473526708,57590.583333333336,46894,814.2650635882312,23388,406.1080587538182,0.3464492046097373,0.027706990772709036,0.11740264462849141
True,0.8,2.0,0.2,5,0.95,0.02,15.099479865864652,12.192636619362966,59561.5,28854,484.44045230560005,15834,265.84286829579514,0.36073499187629526,0.02980191545700048,0.16445102547204815
True,0.8,2.0,0.2,5,0.95,0.2,15.744586432768664,12.09652427795731,56378.166666666664,76025,1348.4830120407132,32577,577.8300701512702,0.340238904982004,0.028731990004653093,0.09574865210984124
True,0.8,2.0,0.2,5,0.99,0.05,14.43157527103658,11.829736112820788,58319.333333333336,38865,666.4170829570525,20798,356.62273231289794,0.3546200887150457,0.027292693001476107,0.13596938003423661
True,0.8,2.0,0.2,5,0.99,0.1,14.591927384814534,11.725884050131512,57442.916666666664,51824,902.1826015682236,25324,440.8550517542778,0.34798060338847286,0.027071803207892552,0.1121757327913158
True,0.8,2.0,0.2,5,0.99,0.02,15.092142149993064,12.476273894826761,59468.583333333336,30913,519.8206896358441,17054,286.7732682382715,0.36330422055502015,0.0295087688169363,0.16440626414651435
True,0.8,2.0,0.2,5,0.99,0.2,15.767186575105313,12.166120201238579,56238.416666666664,82144,1460.6385611259207,34846,619.6120386272136,0.338100631169218,0.028267191727984812,0.08895826055816697
True,0.8,2.0,0.2,10,0.9,0.1,14.892855861123506,11.676485586679368,57921.75,45630,787.786971215476,22885,395.1020126291074,0.35088846407531465,0.028735424016147232,0.12307885331702091
True,0.8,2.0,0.2,10,0.9,0.02,15.227123854050179,12.507998851361426,59404.25,25782,434.00935118278574,14307,240.84135394353098,0.3647233101534639,0.031404171144488104,0.17031664424175572
True,0.8,2.0,0.2,10,0.9,0.05,14.550841332914528,11.743975803512496,58892.0,33726,572.6754058276167,17993,305.5253684710996,0.35484009182907017,0.028996501896179222,0.14714717782982017
True,0.8,2.0,0.2,10,0.9,0.2,15.638474104040737,12.079403868100345,56687.25,70349,1241.0021653899246,30479,537.6694053777526,0.3423745627931702,0.028169963566962778,0.10064925853435948
True,0.8,2.0,0.2,10,0.95,0.1,14.61557999227125,11.653732059071245,57676.083333333336,48768,845.5497873902094,24185,419.32459005971566,0.34809971926165256,0.02768035803519106,0.11497173440430686
True,0.8,2.0,0.2,10,0.95,0.02,15.14243542883876,11.975843330899936,59420.833333333336,27484,462.5313792861651,15170,255.29766496038147,0.3620434136869361,0.02999112351109351,0.16582201250161813
True,0.8,2.0,0.2,10,0.95,0.05,14.59318357703817,11.742184362557566,58724.083333333336,37098,631.7339989697582,19758,336.45480488555944,0.35413216791600055,0.027212030380949635,0.14099463531962161
True,0.8,2.0,0.2,10,0.95,0.2,15.842197847774,12.30780735728373,56653.833333333336,78962,1393.76270508321,33887,598.1413437749137,0.3399242354308109,0.028059407737892093,0.09024827495868641
True,0.8,2.0,0.2,10,0.99,0.02,14.899055280007147,12.119962390452853,59272.333333333336,29798,502.73033511981413,16333,275.5585798883121,0.3597236895187,0.030663048401481142,0.16352048849152684
True,0.8,2.0,0.2,10,0.99,0.05,14.203178207929843,11.4065790089263,58218.25,38647,663.8296410489838,20353,349.59827889021057,0.3494706589843153,0.0277450169620589,0.13226756703960518
True,0.8,2.0,0.2,10,0.99,0.1,14.4243109730805,11.687101485504762,57581.5,52567,912.9147382405807,26230,455.5282512612558,0.3458483177883879,0.026630496264367403,0.10649651371296838
True,0.8,2.0,0.2,10,0.99,0.2,15.861197823205854,12.358117843021292,56141.666666666664,85100,1515.8082232447678,36060,642.3036960071249,0.33728768294985495,0.02749360172443463,0.082308825831603
True,0.8,2.0,0.2,15,0.9,0.1,14.679358463332138,11.703921153185869,57924.416666666664,45676,788.5448422009716,22762,392.96036645456076,0.3488278226329316,0.029503717103039676,0.12584159005587794
True,0.8,2.0,0.2,15,0.9,0.02,15.55972320172841,12.931899174133813,59703.083333333336,26767,448.3353037322193,14805,247.977142442392,0.36777122979725396,0.0322996429337567,0.17227628716465207
